시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
석촌동주민센터,서울특별시,송파구,11710,서울특별시 송파구 백제고분로37길16,서울특별시 송파구 석촌동265,37.503509,127.1036498,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2147-4360,2019-05-31,3230000,서울특별시 송파구,
송파노인종합복지관,서울특별시,송파구,11710,서울특별시 송파구 백제고분로32길41,서울특별시 송파구 삼전동172-2,37.498611,127.094881,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,02/1+02/6+03/13,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2203-9400,2019-05-31,3230000,서울특별시 송파구,
여의도순복음송파교회,서울특별시,송파구,11710,서울특별시 송파구 마천로17,서울특별시 송파구 마천동209-1,37.5100834,127.122998,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-420-4697,2019-05-31,3230000,서울특별시 송파구,
송파여성문화회관,서울특별시,송파구,11710,서울특별시 송파구 백제고분로42길5,서울특별시 송파구 송파동113-2,37.5058964,127.1097053,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/30+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2203-3330,2019-05-31,3230000,서울특별시 송파구,
거여1동주민센터,서울특별시,송파구,11710,서울특별시 송파구 거여1동주민센터,서울특별시 송파구 거여동136-16,37.496949,127.1432927,09:00,21:00,09:00,21:00,09:00,21:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2147-4060,2019-05-31,3230000,서울특별시 송파구,
거여2동주민센터,서울특별시,송파구,11710,서울특별시 송파구 거마로2길19,서울특별시 송파구 거여동195-1,37.4935096,127.146818,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,03/5+04/11,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2016-10-04,1899-4711,㈜ 새누,02-2147-4090,2019-05-31,3230000,서울특별시 송파구,
장지동주민센터,서울특별시,송파구,11710,서울특별시 송파구 새말로19길6,서울특별시 송파구 문정동114-4,37.486934,127.132447,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+03/6+04/6,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2017-05-29,1899-4711,㈜ 새누,02-2147-4570,2019-05-31,3230000,서울특별시 송파구,
문정1동주민센터,서울특별시,송파구,11710,서울특별시 송파구 문정1동주민센터,서울특별시 송파구 문정동29-21,37.4900350,127.124101,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+03/8+04/10,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2018-05-28,1899-4711,㈜ 새누,02-2147-4510,2019-05-31,3230000,서울특별시 송파구,
효성체육문화센터,인천광역시,계양구,28245,인천광역시 계양구 마장로544번길 13,인천광역시 계양구 효성동 495-4,37.5268992,126.7068201,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2016-06-01,1899-4711,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
계산2동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 주부토로 559,인천광역시 계양구 계산동 920,37.5441616,126.7280198,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2017-06-01,1899-4711,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
작전2동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 봉오대로677번길 23,인천광역시 계양구 작전동 854-11,37.5328694,126.7238660,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2017-06-01,1899-4711,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
계양여성회관,인천광역시,계양구,28245,인천광역시 계양구 봉오대로 628번길 10,인천광역시 계양구 효성동 293-7,37.5292214,126.7180642,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2017-09-01,1899-4711,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
계양3동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 양지로 31,인천광역시 계양구 동양동 607-2,37.5615784034,126.75490094,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2018-03-01,1899-4711,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
작전서운동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 호서로 361,인천광역시 계양구 작전동 918-2,37.5280803,126.7364195,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/5+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2019-04-12,042-331-5136,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
계양2동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 장제로 853,인천광역시 계양구 임학동 69-23,37.5437392,126.7370186,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/5+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2019-04-12,042-331-5136,인천광역시 계양구청 여성보육과,032-450-5126,2019-08-23,3550000,인천광역시 계양구,
울산광역시 남구청,울산광역시,남구,31140,"울산광역시 남구 돋질로 233, 남구청(의사당건물입구)",울산광역시 남구 달동 1320-1,35.54373848,129.3301153,00:00,23:59,00:00,23:59,00:00,23:59,48,24,500,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 택배보관함 번호, 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/6+03/15,01/60+02/60+03/60,01/50+02/50+03/50,01/67.5+02/45+03/22.5,2018-12-12,1600-5136,울산남구 주민소통과,052-226-4944,2019-05-21,3700000,울산광역시 남구,
무거건강생활지원센터,울산광역시,남구,31140,"울산광역시 남구 대학로147번길 41-26, 건강생활지원센터",울산광역시 남구 무거동 1533-6,35.55052396,129.2609204,00:00,23:59,00:00,23:59,00:00,23:59,48,24,500,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 택배보관함 번호, 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/6+03/15,01/60+02/60+03/60,01/50+02/50+03/50,01/67.5+02/45+03/22.5,2018-12-12,1600-5136,울산남구 주민소통과,052-226-4944,2019-05-21,3700000,울산광역시 남구,
진잠동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 원내로 5,대전광역시 유성구 원내동 213-4,36.2997126,127.3163861,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
온천1동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 도안대로589번길 35,대전광역시 유성구 봉명동 451,36.3530725,127.338973,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
노은1동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 노은동로87번길 89,대전광역시 유성구 장대동 546,36.368262,127.318441,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
노은2동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 송림로19번길 35,대전광역시 유성구 하기동 411-1,36.389473,127.320776,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
신성동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 신성로 55,대전광역시 유성구 하기동 18-6,36.389224,127.347374,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
전민동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 유성대로 1719,대전광역시 유성구 전민동 462-6,36.3999852,127.400384,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
유성문화원,대전광역시,유성구,30200,대전광역시 유성구 문화원로 46,대전광역시 유성구 궁동 469-1,36.359853,127.340833,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
충남대학교(제1학생회관),대전광역시,유성구,30200,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420001,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",중형/02+중소형/03,02/4+03/44,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
구즉우체국,대전광역시,유성구,30200,대전광역시 유성구 구즉로58번길 31-11,대전광역시 유성구 송강동 36-1,36.434386,127.386781,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/60+04/30,2017-11-01,042-000-0000,대전광역시 유성구,042-611-2214,2019-06-13,3670000,대전광역시 유성구,
화원읍행정복지센터,대구광역시,달성군,27710,대구광역시 달성군 화원읍 성천로 9길,대구광역시 달성군 화원읍 설화리 555,35.7988391,128.4871518,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,01,첨부자료첨부,대형/01+중형/02+중소형/03+소형/04,01/1+02/03+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/900+02/450+03/300+04/225,2015-05-28,1599-2740,하이스트시스템㈜,1599-2740,2019-09-10,3480000,대구광역시 달성군,
유가읍행정복지센터,대구광역시,달성군,27710,대구광역시 달성군 유가읍 테크노상업로 95,대구광역시 달성군 유가읍 봉리 599-2,35.6938853972,128.459818347,09:00,18:00,09:00,18:00,09:00,18:00,48,24,1000,01,첨부자료첨부,대형/01+중형/02+중소형/03+소형/04,01/1+02/03+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/900+02/450+03/300+04/225,2015-05-28,1599-2740,하이스트시스템㈜,1599-2740,2019-09-10,3480000,대구광역시 달성군,
가창면행정복지센터,대구광역시,달성군,27710,대구광역시 달성군 가창로 1100,대구광역시 달성군 가창면 용계리 82,35.8025854,128.6229560,09:00,18:00,09:00,18:00,09:00,18:00,48,24,1000,01,첨부자료첨부,대형/01+중형/02+중소형/03+소형/04,01/1+02/1+03/12+04/6,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/900+02/450+03/300+04/225,2015-05-28,1599-2740,하이스트시스템㈜,1599-2740,2019-09-10,3480000,대구광역시 달성군,
여성안심택배함,전라남도,광양시,46230,전라남도 광양시 희망길 42,전라남도 광양시 금호동 624-22,34.93701765,127.7231654,00:00,23:59,00:00,23:59,00:00,23:59,0,0,0,2,"택배 신청시 안심택배함으로 발송, 택배함 비밀번호 발송 후",대형/01+중형/02+중소형/03+소형/04,01/05+02/06+03/19+04/08,01/60+02/60+03/60+04/60,01/50+02/50+03/50+04/50,01/60+02/45+03/30+04/22,2014-12-31,061-797-2776,광양시 사회복지과,061-797-2776,2019-09-30,4840000,전라남도 광양시,
